Transaction_ID,Customer_ID,Brand,Age_Group,Gender,City_Tier,City,Sales_Channel,Season,Product_Category,Unit_Price_INR,Quantity,Subtotal_INR,Discount_Pct,Final_Amount_INR,Rating,Review_Count,Payment_Method,Purchase_Frequency,Repeat_Purchase
TXN29411354,CUST397176,Westside,18-24,Female,Tier 2,Coimbatore,Online,Festive,Ethnic Wear,2290,2,4580,20,3664,4.5,17,Card,One-time,0
TXN88519920,CUST697987,Westside,25-34,Female,Tier 1,Pune,Offline,Festive,Footwear,1570,1,1570,25,1178,5.0,8,Cash,Regular,1
TXN08502704,CUST029083,Zudio,25-34,Male,Tier 3,Mysuru,Offline,Festive,Jeans,1400,1,1400,45,770,4.4,9,UPI,One-time,0
TXN52970924,CUST943672,Westside,55+,Male,Tier 1,Mumbai,Offline,Monsoon,Trousers,1700,1,1700,5,1615,3.5,6,UPI,One-time,0
TXN04447307,CUST887233,Zudio,25-34,Male,Tier 2,Patna,Offline,Winter,Accessories,420,1,420,5,399,3.1,5,UPI,One-time,0
TXN44937801,CUST367601,Westside,18-24,Male,Tier 1,Mumbai,Offline,Festive,T-Shirts,870,1,870,10,783,4.5,4,Card,One-time,0
TXN27521582,CUST460915,Westside,25-34,Female,Tier 2,Surat,Online,Festive,T-Shirts,900,1,900,30,630,4.0,16,Wallet,Regular,1
TXN57766361,CUST023431,Westside,35-44,Female,Tier 1,Mumbai,Offline,Summer,Dresses,2430,3,7290,40,4374,4.0,7,Cash,One-time,0
TXN26940286,CUST515158,Westside,35-44,Female,Tier 1,Hyderabad,Offline,Monsoon,Jeans,1960,1,1960,5,1862,4.7,8,UPI,Regular,1
TXN19045594,CUST546213,Zudio,25-34,Female,Tier 3,Gwalior,Offline,Winter,Jeans,1410,1,1410,10,1269,4.1,6,Card,One-time,0
TXN74325226,CUST331698,Westside,18-24,Female,Tier 1,Mumbai,Online,Winter,Footwear,1510,1,1510,5,1434,5.0,16,NetBanking,Occasional,0
TXN90413233,CUST183821,Zudio,25-34,Male,Tier 2,Lucknow,Offline,Monsoon,Ethnic Wear,1400,1,1400,15,1190,2.4,7,UPI,One-time,0
TXN84149066,CUST320281,Zudio,18-24,Female,Tier 2,Nagpur,Offline,Winter,Jeans,1310,1,1310,0,1310,3.7,8,Cash,Occasional,1
TXN80320786,CUST058414,Westside,18-24,Female,Tier 1,Delhi,Offline,Monsoon,Footwear,1660,2,3320,25,2490,4.4,8,Cash,Occasional,0
TXN11151151,CUST281455,Zudio,25-34,Female,Tier 1,Pune,Offline,Summer,T-Shirts,580,2,1160,40,696,3.6,7,UPI,One-time,0
TXN51484274,CUST548070,Zudio,18-24,Female,Tier 2,Bhopal,Offline,Monsoon,T-Shirts,670,1,670,30,469,4.6,5,Cash,One-time,0
TXN72558251,CUST811972,Zudio,18-24,Male,Tier 3,Mysuru,Online,Monsoon,Accessories,530,1,530,10,477,4.5,27,Card,One-time,0
TXN35846440,CUST762396,Zudio,45-54,Female,Tier 3,Amritsar,Online,Festive,Accessories,490,1,490,30,343,4.1,15,Wallet,Regular,1
TXN45067771,CUST630564,Westside,18-24,Other,Tier 2,Indore,Online,Monsoon,T-Shirts,980,2,1960,5,1862,3.4,20,UPI,One-time,0
TXN91915639,CUST739268,Zudio,25-34,Male,Tier 1,Chennai,Offline,Festive,Trousers,1260,1,1260,50,630,3.5,5,UPI,One-time,0
TXN72058163,CUST688384,Westside,18-24,Male,Tier 2,Bhopal,Offline,Festive,Trousers,1660,1,1660,40,996,4.7,6,Cash,Regular,1
TXN33534144,CUST905540,Zudio,25-34,Female,Tier 2,Surat,Offline,Summer,Jeans,1310,1,1310,15,1114,4.4,12,UPI,Occasional,0
TXN93879089,CUST637546,Westside,35-44,Male,Tier 2,Jaipur,Online,Summer,Shirts,1200,1,1200,25,900,4.5,17,UPI,One-time,0
TXN37765660,CUST896079,Zudio,25-34,Female,Tier 1,Kolkata,Offline,Summer,Trousers,1280,1,1280,15,1088,4.8,6,Cash,Regular,1
TXN52567872,CUST576949,Zudio,18-24,Male,Tier 2,Nagpur,Online,Monsoon,Accessories,540,1,540,0,540,5.0,17,Wallet,Occasional,1
TXN21700937,CUST868046,Westside,35-44,Male,Tier 1,Pune,Online,Winter,Shirts,1180,1,1180,15,1003,3.4,19,UPI,One-time,0
TXN16572417,CUST533741,Zudio,18-24,Female,Tier 1,Chennai,Online,Festive,Trousers,1230,3,3690,10,3321,4.7,15,UPI,One-time,0
TXN38034190,CUST705943,Zudio,35-44,Female,Tier 3,Jodhpur,Offline,Winter,Accessories,390,2,780,30,546,4.1,8,Cash,Occasional,1
TXN63177859,CUST266841,Zudio,45-54,Male,Tier 3,Gwalior,Offline,Summer,Ethnic Wear,1760,1,1760,40,1056,4.7,9,UPI,Regular,1
TXN94343971,CUST391743,Zudio,45-54,Male,Tier 2,Indore,Offline,Festive,Accessories,480,1,480,15,408,4.2,11,Cash,One-time,0
TXN67340081,CUST993027,Zudio,18-24,Female,Tier 2,Bhopal,Online,Summer,Shirts,850,1,850,5,808,3.9,18,Card,Regular,1
TXN53085643,CUST936444,Zudio,18-24,Male,Tier 1,Bengaluru,Offline,Summer,Jeans,1520,2,3040,10,2736,2.6,6,UPI,Occasional,0
TXN96685924,CUST081980,Westside,25-34,Male,Tier 1,Hyderabad,Online,Summer,Shirts,1240,1,1240,35,806,3.7,26,Card,Regular,1
TXN80000804,CUST712944,Zudio,25-34,Male,Tier 3,Dehradun,Offline,Monsoon,T-Shirts,600,1,600,15,510,3.5,4,Cash,Occasional,0
TXN32662104,CUST484538,Zudio,18-24,Male,Tier 1,Kolkata,Online,Festive,T-Shirts,610,2,1220,40,732,4.1,28,Wallet,One-time,0
TXN63969175,CUST316972,Westside,25-34,Female,Tier 1,Bengaluru,Offline,Festive,Accessories,610,1,610,30,427,4.8,9,Cash,One-time,0
TXN50513673,CUST105788,Westside,35-44,Female,Tier 1,Kolkata,Offline,Winter,Trousers,1510,2,3020,10,2718,4.0,6,UPI,Regular,1
TXN33719840,CUST994351,Zudio,18-24,Male,Tier 1,Kolkata,Online,Monsoon,Shirts,850,1,850,20,680,4.0,19,UPI,One-time,0
TXN66431573,CUST328861,Zudio,18-24,Female,Tier 2,Nagpur,Offline,Monsoon,Jeans,1370,3,4110,10,3699,3.9,8,Card,Frequent,1
TXN39021352,CUST261302,Westside,25-34,Male,Tier 3,Amritsar,Online,Summer,Accessories,740,1,740,35,481,2.9,23,UPI,One-time,0
TXN25680234,CUST263168,Zudio,45-54,Male,Tier 1,Chennai,Offline,Festive,Jeans,1440,1,1440,10,1296,3.3,5,Wallet,One-time,0
TXN27636290,CUST236117,Zudio,18-24,Female,Tier 1,Kolkata,Offline,Festive,Jeans,1500,1,1500,10,1350,2.9,6,Cash,Frequent,1
TXN08626460,CUST593672,Westside,35-44,Male,Tier 1,Ahmedabad,Offline,Festive,Dresses,2130,1,2130,20,1704,4.1,6,UPI,Occasional,1
TXN20450077,CUST376260,Zudio,45-54,Female,Tier 2,Surat,Online,Monsoon,T-Shirts,640,1,640,20,512,3.5,14,UPI,Occasional,0
TXN19926932,CUST640301,Zudio,18-24,Male,Tier 2,Jaipur,Offline,Monsoon,Ethnic Wear,1350,2,2700,20,2160,4.1,6,UPI,One-time,0
TXN92333220,CUST526750,Zudio,18-24,Female,Tier 1,Ahmedabad,Offline,Festive,Trousers,1210,1,1210,10,1089,4.9,9,Card,One-time,0
TXN21783956,CUST498474,Zudio,18-24,Male,Tier 2,Patna,Offline,Festive,Accessories,500,3,1500,15,1275,3.8,5,Wallet,Occasional,0
TXN40290653,CUST410988,Zudio,25-34,Male,Tier 3,Jodhpur,Offline,Summer,Shirts,1020,1,1020,10,918,4.1,13,UPI,Occasional,0
TXN07768912,CUST223402,Westside,18-24,Male,Tier 2,Bhopal,Offline,Monsoon,Dresses,1990,1,1990,15,1692,3.5,3,Cash,One-time,0
TXN68225811,CUST143633,Zudio,18-24,Female,Tier 1,Chennai,Online,Winter,Kids Wear,880,2,1760,5,1672,3.8,14,UPI,One-time,0
TXN36672206,CUST006540,Zudio,25-34,Female,Tier 2,Vadodara,Offline,Festive,Jeans,1320,1,1320,25,990,5.0,9,UPI,Occasional,1
TXN94343462,CUST252322,Zudio,25-34,Other,Tier 2,Lucknow,Offline,Monsoon,Footwear,1270,1,1270,0,1270,5.0,4,UPI,Frequent,1
TXN68035623,CUST823779,Westside,45-54,Female,Tier 1,Ahmedabad,Online,Festive,Trousers,2010,1,2010,15,1708,3.4,11,Wallet,One-time,0
TXN02567901,CUST561692,Zudio,35-44,Male,Tier 3,Ranchi,Offline,Festive,Shirts,930,1,930,20,744,3.9,8,Cash,One-time,0
TXN65388192,CUST331098,Zudio,18-24,Male,Tier 2,Indore,Offline,Monsoon,Dresses,1520,1,1520,15,1292,4.0,2,Cash,Regular,1
TXN91948485,CUST775789,Zudio,25-34,Female,Tier 2,Vadodara,Offline,Festive,Ethnic Wear,1790,1,1790,10,1611,3.8,10,UPI,Occasional,0
TXN85838312,CUST991784,Zudio,25-34,Female,Tier 3,Agra,Offline,Festive,Dresses,1440,2,2880,20,2304,4.0,14,Wallet,One-time,0
TXN93776550,CUST307749,Westside,25-34,Male,Tier 2,Nagpur,Offline,Winter,Dresses,2000,3,6000,25,4500,3.9,5,UPI,One-time,0
TXN52514006,CUST598131,Westside,45-54,Female,Tier 1,Bengaluru,Online,Festive,Trousers,1550,1,1550,15,1318,4.8,17,Wallet,Regular,1
TXN46759503,CUST152270,Westside,18-24,Female,Tier 2,Vadodara,Online,Summer,Kids Wear,1030,1,1030,0,1030,4.0,22,UPI,One-time,0
TXN82360612,CUST774102,Westside,18-24,Female,Tier 2,Nagpur,Online,Monsoon,Footwear,1740,1,1740,20,1392,4.0,17,Wallet,One-time,0
TXN35120573,CUST244628,Zudio,25-34,Female,Tier 2,Patna,Offline,Festive,Dresses,1580,2,3160,10,2844,4.2,11,Cash,Occasional,0
TXN43041938,CUST782906,Zudio,35-44,Male,Tier 3,Gwalior,Offline,Festive,Shirts,830,2,1660,15,1411,4.5,7,UPI,Regular,1
TXN72665548,CUST795076,Westside,18-24,Female,Tier 1,Pune,Online,Winter,Shirts,1310,1,1310,15,1114,4.2,17,UPI,Regular,1
TXN08069676,CUST031831,Zudio,35-44,Female,Tier 2,Lucknow,Online,Summer,Trousers,1300,1,1300,10,1170,3.7,23,UPI,Regular,1
TXN78507172,CUST768769,Westside,18-24,Female,Tier 2,Vadodara,Offline,Festive,Shirts,1240,1,1240,20,992,5.0,6,Cash,Regular,1
TXN37847141,CUST391020,Zudio,18-24,Male,Tier 2,Coimbatore,Online,Festive,T-Shirts,610,1,610,30,427,3.8,23,Card,Occasional,0
TXN74220777,CUST188050,Westside,18-24,Female,Tier 1,Chennai,Offline,Summer,Shirts,1280,2,2560,20,2048,4.3,6,UPI,One-time,0
TXN89682887,CUST083531,Zudio,25-34,Male,Tier 2,Surat,Offline,Winter,Jeans,1350,1,1350,5,1282,4.6,4,UPI,One-time,0
TXN77529674,CUST870019,Westside,25-34,Female,Tier 2,Coimbatore,Offline,Monsoon,T-Shirts,850,2,1700,25,1275,5.0,7,Cash,One-time,0
TXN80562731,CUST696407,Zudio,25-34,Male,Tier 2,Coimbatore,Offline,Summer,Kids Wear,800,2,1600,5,1520,3.7,9,Cash,One-time,0
TXN76075478,CUST116751,Zudio,45-54,Male,Tier 2,Surat,Offline,Monsoon,Accessories,510,1,510,30,357,4.1,7,UPI,Occasional,0
TXN97486555,CUST864554,Zudio,25-34,Male,Tier 1,Mumbai,Offline,Summer,Kids Wear,850,1,850,30,595,4.4,5,UPI,One-time,0
TXN55870882,CUST600733,Zudio,55+,Female,Tier 2,Surat,Offline,Winter,Ethnic Wear,1470,3,4410,10,3969,4.7,8,UPI,One-time,0
TXN20281787,CUST694028,Zudio,25-34,Male,Tier 2,Lucknow,Offline,Festive,Jeans,1450,2,2900,20,2320,4.1,9,UPI,Regular,1
TXN79451268,CUST772220,Zudio,25-34,Female,Tier 1,Mumbai,Offline,Summer,Trousers,1430,2,2860,25,2145,3.8,13,Cash,One-time,0
TXN50143649,CUST943181,Westside,25-34,Female,Tier 1,Bengaluru,Offline,Winter,Ethnic Wear,2510,1,2510,35,1632,4.4,8,Wallet,One-time,0
TXN55071929,CUST736934,Westside,25-34,Female,Tier 2,Coimbatore,Offline,Monsoon,Footwear,1550,1,1550,0,1550,3.5,8,Card,One-time,0
TXN06552498,CUST001417,Westside,25-34,Male,Tier 1,Pune,Online,Festive,Footwear,1760,1,1760,15,1496,4.1,12,UPI,One-time,0
TXN81233973,CUST069716,Zudio,25-34,Male,Tier 2,Lucknow,Offline,Festive,T-Shirts,590,1,590,15,502,5.0,6,Cash,Regular,1
TXN91769894,CUST200328,Zudio,18-24,Female,Tier 1,Kolkata,Offline,Festive,Jeans,1260,3,3780,20,3024,3.5,8,UPI,Regular,1
TXN39580850,CUST781471,Zudio,18-24,Male,Tier 1,Delhi,Offline,Summer,Jeans,1370,1,1370,10,1233,4.9,5,Cash,Frequent,1
TXN08743302,CUST907643,Westside,18-24,Female,Tier 2,Bhopal,Offline,Summer,Jeans,1650,1,1650,5,1568,4.2,5,Cash,One-time,0
TXN19880825,CUST160205,Zudio,18-24,Other,Tier 3,Mysuru,Offline,Monsoon,T-Shirts,630,2,1260,20,1008,3.4,6,Card,Regular,1
TXN27566632,CUST299300,Westside,35-44,Male,Tier 2,Coimbatore,Online,Summer,Dresses,1930,1,1930,20,1544,4.0,11,UPI,One-time,0
TXN20736675,CUST780140,Zudio,25-34,Female,Tier 2,Vadodara,Online,Monsoon,Accessories,510,2,1020,30,714,4.4,15,Wallet,One-time,0
TXN90338519,CUST053530,Zudio,55+,Male,Tier 1,Pune,Online,Summer,Shirts,830,2,1660,20,1328,5.0,19,Wallet,One-time,0
TXN84298383,CUST042537,Zudio,35-44,Male,Tier 1,Mumbai,Offline,Summer,Shirts,760,1,760,5,722,4.1,8,Card,One-time,0
TXN17501423,CUST245176,Zudio,35-44,Female,Tier 2,Indore,Online,Summer,Trousers,1280,1,1280,0,1280,4.0,16,Card,Occasional,0
TXN83520705,CUST231282,Westside,25-34,Male,Tier 2,Patna,Offline,Festive,Jeans,1950,1,1950,35,1268,4.3,9,Wallet,One-time,0
TXN50165089,CUST746398,Zudio,25-34,Female,Tier 2,Lucknow,Offline,Winter,Jeans,1320,1,1320,25,990,3.8,4,UPI,One-time,0
TXN41094183,CUST189756,Zudio,25-34,Female,Tier 2,Patna,Online,Monsoon,Jeans,1290,1,1290,15,1096,2.9,20,UPI,One-time,0
TXN92169965,CUST193724,Westside,25-34,Female,Tier 2,Vadodara,Online,Summer,Kids Wear,1140,2,2280,15,1938,3.7,10,UPI,Frequent,1
TXN23450680,CUST151530,Zudio,25-34,Male,Tier 3,Agra,Offline,Monsoon,T-Shirts,530,2,1060,10,954,4.3,3,Wallet,One-time,0
TXN82199737,CUST723453,Zudio,35-44,Male,Tier 1,Kolkata,Online,Summer,Jeans,1480,2,2960,15,2516,4.1,17,UPI,One-time,0
TXN75567325,CUST009816,Westside,55+,Male,Tier 1,Hyderabad,Offline,Winter,Shirts,1180,1,1180,40,708,5.0,9,Cash,Occasional,0
TXN51953957,CUST128966,Zudio,18-24,Female,Tier 2,Vadodara,Offline,Festive,Footwear,1090,1,1090,30,763,5.0,11,Card,Regular,1
TXN78328931,CUST774667,Westside,45-54,Male,Tier 1,Mumbai,Online,Monsoon,Jeans,1830,1,1830,20,1464,3.7,23,Card,One-time,0
TXN80090995,CUST071383,Zudio,25-34,Male,Tier 2,Coimbatore,Offline,Summer,T-Shirts,650,2,1300,5,1235,4.5,8,Wallet,One-time,0
TXN16538667,CUST216821,Zudio,18-24,Male,Tier 2,Jaipur,Offline,Festive,T-Shirts,630,1,630,15,536,3.7,4,Cash,Occasional,1
TXN63206924,CUST564770,Zudio,18-24,Female,Tier 2,Coimbatore,Offline,Summer,Accessories,520,1,520,40,312,3.8,4,UPI,One-time,0
TXN07058383,CUST433318,Westside,18-24,Female,Tier 1,Kolkata,Offline,Summer,Dresses,1920,3,5760,30,4032,4.1,4,UPI,Occasional,1
TXN02359992,CUST149863,Zudio,25-34,Male,Tier 3,Dehradun,Online,Festive,Shirts,870,1,870,20,696,4.4,15,Card,One-time,0
TXN76229138,CUST190263,Westside,35-44,Male,Tier 1,Pune,Offline,Festive,Ethnic Wear,2160,1,2160,50,1080,4.8,5,UPI,Occasional,1
TXN79408334,CUST842532,Zudio,35-44,Male,Tier 2,Indore,Offline,Monsoon,Footwear,1310,1,1310,30,917,4.3,9,Cash,Frequent,1
TXN46885273,CUST929606,Zudio,25-34,Female,Tier 3,Agra,Offline,Monsoon,Footwear,1300,1,1300,15,1105,4.6,7,UPI,Regular,1
TXN20208401,CUST978963,Zudio,18-24,Male,Tier 2,Coimbatore,Offline,Monsoon,T-Shirts,680,1,680,25,510,4.4,6,Cash,One-time,0
TXN01469231,CUST589290,Zudio,25-34,Male,Tier 1,Delhi,Offline,Monsoon,T-Shirts,620,1,620,0,620,4.1,3,UPI,Occasional,1
TXN16435946,CUST603629,Zudio,35-44,Male,Tier 1,Bengaluru,Offline,Winter,Dresses,1490,1,1490,10,1341,4.8,4,UPI,One-time,0
TXN55457867,CUST523955,Westside,25-34,Female,Tier 2,Indore,Offline,Festive,T-Shirts,960,2,1920,30,1344,4.2,7,UPI,Occasional,1
TXN37912538,CUST011453,Zudio,25-34,Female,Tier 3,Nashik,Offline,Festive,Jeans,1360,2,2720,40,1632,5.0,10,Card,Occasional,0
TXN78657432,CUST910509,Zudio,25-34,Female,Tier 1,Hyderabad,Offline,Festive,Footwear,1110,1,1110,20,888,4.9,4,UPI,Frequent,1
TXN53280947,CUST466497,Zudio,18-24,Male,Tier 3,Raipur,Offline,Summer,Accessories,550,2,1100,10,990,3.9,7,Card,Occasional,1
TXN13985639,CUST874949,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Winter,Ethnic Wear,1520,1,1520,15,1292,4.1,7,UPI,Frequent,1
TXN85367229,CUST714183,Zudio,35-44,Female,Tier 1,Chennai,Offline,Winter,Footwear,1280,3,3840,25,2880,4.7,5,Cash,Regular,1
TXN66461153,CUST321372,Zudio,25-34,Female,Tier 2,Coimbatore,Offline,Winter,Jeans,1610,1,1610,30,1127,2.9,8,UPI,One-time,0
TXN32064652,CUST592820,Zudio,18-24,Male,Tier 3,Raipur,Offline,Festive,Shirts,960,1,960,30,672,3.6,6,UPI,One-time,0
TXN25807115,CUST553527,Zudio,18-24,Male,Tier 1,Ahmedabad,Offline,Summer,Shirts,910,1,910,5,864,4.8,5,Card,Regular,1
TXN92264672,CUST360348,Zudio,18-24,Female,Tier 2,Indore,Offline,Monsoon,Dresses,1550,1,1550,5,1472,3.9,7,Card,Occasional,0
TXN87562017,CUST244558,Zudio,55+,Female,Tier 1,Delhi,Offline,Festive,Shirts,890,3,2670,10,2403,4.9,9,Card,One-time,0
TXN47521713,CUST448731,Zudio,25-34,Female,Tier 2,Nagpur,Offline,Festive,T-Shirts,610,2,1220,30,854,4.7,9,UPI,Occasional,0
TXN19067253,CUST840942,Zudio,35-44,Female,Tier 1,Ahmedabad,Offline,Festive,Ethnic Wear,1670,2,3340,25,2505,4.7,7,Card,Occasional,0
TXN31237021,CUST753370,Zudio,45-54,Male,Tier 2,Surat,Offline,Summer,Ethnic Wear,1530,2,3060,15,2601,3.9,4,UPI,Regular,1
TXN55390865,CUST607126,Zudio,18-24,Male,Tier 2,Patna,Online,Monsoon,Accessories,590,1,590,20,472,4.4,11,UPI,Regular,1
TXN59370380,CUST517040,Zudio,45-54,Male,Tier 2,Indore,Offline,Festive,Trousers,1160,1,1160,40,696,4.8,5,Card,Frequent,1
TXN65291526,CUST364730,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Summer,Accessories,510,1,510,5,484,4.0,7,Wallet,Regular,1
TXN84765156,CUST482584,Westside,18-24,Female,Tier 2,Bhopal,Offline,Festive,Ethnic Wear,2130,1,2130,15,1810,5.0,6,Cash,Frequent,1
TXN46115235,CUST078058,Zudio,35-44,Female,Tier 2,Patna,Offline,Summer,T-Shirts,680,1,680,5,646,4.2,7,UPI,One-time,0
TXN42082067,CUST246175,Zudio,35-44,Female,Tier 2,Patna,Online,Winter,Accessories,560,1,560,15,476,4.8,17,UPI,Occasional,0
TXN72129894,CUST204407,Zudio,18-24,Male,Tier 2,Indore,Offline,Festive,Accessories,520,2,1040,25,780,4.4,8,UPI,Occasional,1
TXN01366391,CUST174283,Zudio,18-24,Male,Tier 2,Jaipur,Offline,Summer,Shirts,980,1,980,15,833,3.7,9,Cash,Regular,1
TXN60420323,CUST905063,Zudio,25-34,Female,Tier 1,Mumbai,Offline,Monsoon,T-Shirts,610,1,610,20,488,4.0,10,Wallet,Frequent,1
TXN75377724,CUST858756,Zudio,25-34,Female,Tier 2,Indore,Online,Monsoon,Shirts,800,1,800,25,600,4.1,10,Card,One-time,0
TXN75979533,CUST443109,Zudio,35-44,Male,Tier 2,Jaipur,Online,Winter,Jeans,1460,1,1460,30,1022,4.0,12,UPI,One-time,0
TXN58906671,CUST116991,Westside,45-54,Male,Tier 2,Bhopal,Offline,Festive,T-Shirts,830,1,830,25,622,3.3,3,Card,Occasional,1
TXN08663754,CUST593411,Zudio,35-44,Male,Tier 1,Delhi,Offline,Winter,Footwear,1180,2,2360,0,2360,3.1,14,UPI,One-time,0
TXN80544981,CUST578120,Zudio,25-34,Female,Tier 2,Lucknow,Offline,Winter,Jeans,1290,1,1290,10,1161,4.7,4,UPI,One-time,0
TXN37929566,CUST515950,Westside,18-24,Female,Tier 1,Pune,Online,Festive,Shirts,1330,1,1330,10,1197,4.5,12,UPI,Occasional,0
TXN50576518,CUST638734,Zudio,35-44,Female,Tier 3,Jodhpur,Offline,Monsoon,Footwear,880,1,880,5,836,3.5,4,Wallet,Occasional,0
TXN00648224,CUST465448,Zudio,18-24,Female,Tier 1,Bengaluru,Offline,Summer,Dresses,1660,1,1660,25,1245,3.9,8,Cash,Occasional,1
TXN08774465,CUST844684,Zudio,25-34,Female,Tier 2,Coimbatore,Offline,Monsoon,Ethnic Wear,1640,1,1640,5,1558,3.5,4,Cash,Occasional,0
TXN65016283,CUST595064,Zudio,18-24,Female,Tier 3,Mysuru,Offline,Festive,Accessories,470,1,470,30,329,4.1,11,UPI,One-time,0
TXN58565676,CUST913890,Zudio,45-54,Male,Tier 3,Jodhpur,Online,Summer,Shirts,920,1,920,10,828,4.1,20,UPI,Occasional,0
TXN50088013,CUST647033,Westside,25-34,Male,Tier 1,Pune,Online,Summer,Ethnic Wear,2160,2,4320,0,4320,3.1,14,UPI,One-time,0
TXN80496332,CUST576599,Zudio,35-44,Female,Tier 3,Gwalior,Offline,Winter,Dresses,1450,1,1450,40,870,4.7,11,Card,One-time,0
TXN72805981,CUST523756,Westside,35-44,Female,Tier 3,Agra,Online,Winter,Footwear,1560,2,3120,10,2808,4.1,17,Card,Occasional,1
TXN26998833,CUST764875,Zudio,35-44,Female,Tier 1,Delhi,Offline,Winter,Footwear,1240,1,1240,10,1116,4.2,5,UPI,Regular,1
TXN70405348,CUST604856,Zudio,35-44,Male,Tier 2,Surat,Offline,Summer,Jeans,1490,1,1490,20,1192,3.4,8,Cash,One-time,0
TXN61396351,CUST410550,Zudio,35-44,Male,Tier 1,Mumbai,Offline,Winter,Shirts,870,1,870,5,826,3.6,9,Wallet,One-time,0
TXN09655751,CUST202641,Westside,25-34,Female,Tier 3,Gwalior,Offline,Monsoon,Dresses,2160,1,2160,0,2160,4.5,11,UPI,Frequent,1
TXN99437966,CUST301843,Westside,18-24,Female,Tier 2,Lucknow,Offline,Monsoon,Jeans,1760,1,1760,25,1320,3.7,10,Card,One-time,0
TXN23850078,CUST366745,Westside,25-34,Female,Tier 2,Nagpur,Online,Festive,T-Shirts,1000,1,1000,40,600,5.0,12,Card,One-time,0
TXN39383275,CUST424891,Westside,18-24,Male,Tier 2,Nagpur,Online,Festive,Shirts,1230,1,1230,10,1107,4.1,20,UPI,Occasional,0
TXN45899343,CUST831490,Zudio,25-34,Female,Tier 3,Ranchi,Offline,Summer,T-Shirts,730,1,730,10,657,4.7,5,Card,One-time,0
TXN64183087,CUST801927,Westside,35-44,Male,Tier 2,Lucknow,Offline,Festive,Footwear,1650,1,1650,25,1238,3.9,8,Cash,One-time,0
TXN69592874,CUST232306,Zudio,18-24,Female,Tier 3,Mysuru,Offline,Festive,Footwear,1360,1,1360,30,952,3.6,11,Card,Regular,1
TXN66518683,CUST858121,Westside,25-34,Male,Tier 1,Ahmedabad,Offline,Festive,T-Shirts,800,2,1600,10,1440,5.0,10,UPI,Occasional,1
TXN95464563,CUST728785,Westside,25-34,Female,Tier 1,Kolkata,Offline,Monsoon,Shirts,1220,1,1220,15,1037,3.6,9,Wallet,One-time,0
TXN70554885,CUST939859,Zudio,25-34,Female,Tier 3,Mysuru,Online,Festive,Ethnic Wear,1420,2,2840,10,2556,4.4,17,Wallet,Occasional,0
TXN31462372,CUST719255,Zudio,35-44,Female,Tier 1,Chennai,Online,Festive,Dresses,1600,1,1600,15,1360,4.7,12,UPI,One-time,0
TXN16471973,CUST029762,Zudio,35-44,Female,Tier 2,Lucknow,Online,Festive,Dresses,1580,1,1580,15,1343,2.6,18,UPI,One-time,0
TXN35982916,CUST528050,Zudio,18-24,Female,Tier 2,Indore,Online,Festive,Dresses,1490,1,1490,10,1341,4.3,12,Card,Frequent,1
TXN55983725,CUST249350,Zudio,18-24,Female,Tier 1,Pune,Offline,Monsoon,Kids Wear,800,2,1600,25,1200,3.5,7,Card,One-time,0
TXN25676152,CUST376861,Zudio,35-44,Other,Tier 1,Kolkata,Offline,Winter,Footwear,1200,1,1200,30,840,4.3,6,Card,One-time,0
TXN00508319,CUST987013,Zudio,18-24,Female,Tier 3,Raipur,Offline,Festive,Trousers,1260,1,1260,50,630,3.9,9,Cash,Occasional,0
TXN74581840,CUST469848,Zudio,35-44,Female,Tier 2,Nagpur,Offline,Winter,Footwear,990,1,990,5,940,3.8,10,Card,Regular,1
TXN17243467,CUST911786,Westside,35-44,Female,Tier 2,Surat,Offline,Summer,Ethnic Wear,2170,1,2170,40,1302,5.0,10,Cash,Occasional,1
TXN11279674,CUST201055,Westside,25-34,Female,Tier 2,Lucknow,Offline,Summer,Jeans,1690,1,1690,15,1436,3.6,6,Card,One-time,0
TXN77299023,CUST474342,Zudio,35-44,Male,Tier 2,Lucknow,Offline,Festive,T-Shirts,700,1,700,15,595,4.6,7,UPI,One-time,0
TXN49920182,CUST356508,Zudio,18-24,Female,Tier 2,Lucknow,Offline,Festive,T-Shirts,660,2,1320,30,924,4.6,8,UPI,Occasional,0
TXN13404254,CUST215683,Zudio,18-24,Female,Tier 1,Pune,Online,Festive,Ethnic Wear,1820,1,1820,30,1274,4.0,12,UPI,One-time,0
TXN52284934,CUST647714,Zudio,25-34,Female,Tier 3,Jodhpur,Offline,Summer,Footwear,1400,1,1400,5,1330,4.7,7,Card,Regular,1
TXN70084091,CUST077155,Zudio,25-34,Female,Tier 1,Chennai,Offline,Festive,Shirts,920,1,920,30,644,4.6,5,Card,Occasional,1
TXN32724257,CUST319344,Zudio,18-24,Male,Tier 1,Pune,Offline,Festive,Shirts,970,1,970,20,776,4.9,11,UPI,Occasional,0
TXN92413683,CUST181198,Zudio,18-24,Female,Tier 1,Delhi,Offline,Festive,Accessories,770,1,770,10,693,4.3,16,Wallet,Occasional,1
TXN11035472,CUST078224,Westside,45-54,Other,Tier 2,Lucknow,Online,Summer,T-Shirts,890,2,1780,25,1335,4.3,12,Card,Regular,1
